"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","43.8471896847503","43.3583462606876","42.9257447754558","42.4887556221889","41.9501332585215","41.2900976290098","40.6895954257992","39.9000947377487","39.0110642962354","38.1347273779927","37.3160862130268","36.0868102288022","35.0150401069519","33.9890111714224","32.869085381972","31.5775590616087","30.8784207572707","29.9075638604512","28.7340066219656","27.5425141713905","26.5142438764643","25.8292469496591","25.3142065368001","25.001205768396","24.7851550066841","24.5279725827436","24.862716301641","24.9769540536607","24.8530591529003","24.6411718442784","24.5474585270881","24.0846770449692","23.804499157324","23.6855897605649","23.5984354628423","23.4201483989841","23.5625","23.5831061075938","23.4907249332585","23.3481265097466","23.1792015673671","22.9186850093651","22.6229577227556","22.2775389880124","21.8823743885271","21.4733432635883","21.2239919074915","21.0803975420363","21.0057420233233","20.9491892957469","20.8736192939834","20.530937028399","20.0926287051482","19.5930553805291","19.1117235531058","18.7030984943598","18.2574948508658","17.9801833608564","17.8024469743493","17.6204450966006","17.3819380701722","",
"Africa Eastern and Southern","AFE","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","43.6760167595803","43.9356188600376","44.1438096317063","44.3010169500866","44.4021720744538","44.4498732128458","44.6495502417876","44.7618960670661","44.8197514781196","44.8556099460286","44.8831152357179","45.0390072653045","45.1581293180147","45.2414938067365","45.2837499937956","45.2863112129642","45.3947234719936","45.4428489196424","45.4551018383312","45.4539950317859","45.4473173237238","45.5818185558526","45.6745858149182","45.7256545050598","45.7322470858915","45.6975280314736","45.7818685934365","45.8023378444554","45.7698357373547","45.6895993212483","45.5618346019731","45.5025701995838","45.3832971486598","45.2176204142422","45.0208566056547","44.8029142189691","44.7524477945134","44.671059350021","44.5652255277117","44.4358092823847","44.2852805190562","44.2381194443982","44.1545924084033","44.0499524486507","43.942465978379","43.840105641084","43.7945226931735","43.7371623145555","43.6645925030541","43.568766132742","43.4461682966365","43.3342722976833","43.1810196174773","42.9961449976247","42.7897306435389","42.5660384264546","42.3467786956767","42.1052058083906","41.8415912513006","41.5550229408253","41.2466409564022","",
"Afghanistan","AFG","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","42.1408511507148","42.4539419657317","42.6373539650199","42.7488039919503","42.8547445037503","42.9818045221528","43.3260251074317","43.6322527679524","43.9051362204022","44.1367804882347","44.3252432823604","44.671496399486","44.9372435325791","45.1380683878545","45.279671633254","45.3505038946629","45.6251840267238","45.8666361558983","46.0642964747244","46.1837307964414","46.1797470911378","46.4648871863126","46.7204651136796","46.9576231104036","47.2207646293615","47.5759678504513","47.7380500075876","47.7847451694312","47.8019849363122","47.9269437201178","48.3082195511101","48.2173607267364","48.1307918942096","48.0882336112249","48.0202336333908","47.8187400931948","48.0715585174205","48.3366848983677","48.5548085104874","48.727291728596","48.8933733391986","48.8226632976331","48.6454045592252","48.413911802484","48.1541398757714","47.8596414936971","47.989741932533","48.1262326324468","48.2271513349048","48.2504110874053","48.1781454062114","47.7015904387273","47.0897594509305","46.3866707443965","45.6405891930531","44.8770388848851","44.2721132547375","43.6825260049196","43.0901755117794","42.4722713889586","41.8226014534499","",
"Africa Western and Central","AFW","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","41.6819607940705","41.9262367253542","42.1087786762647","42.2443096108592","42.3384140844896","42.3946337800493","42.6751910546427","42.8726474081681","43.0081953356086","43.1038804728754","43.1729980945985","43.4175697714129","43.608073324212","43.7530317898846","43.8580267074106","43.9298672430165","44.189314024071","44.3749845127584","44.5076571441609","44.6075631125882","44.6839508550933","44.9353334590115","45.1242024774021","45.2591128292399","45.342196767094","45.3734727698566","45.518362470791","45.5851259091941","45.5867923892366","45.535259453598","45.4366347020486","45.4342314701274","45.3692633112275","45.2522933900049","45.0948124777526","44.9075278558312","44.865234474885","44.7768837505281","44.6566548895812","44.5194150249698","44.3751313592432","44.392927154442","44.3791208410004","44.3442730218432","44.2974956149287","44.2438308014813","44.2900387665896","44.3037775679744","44.2925729828219","44.2616648136108","44.2131023714582","44.2332610527463","44.2220771328835","44.1785504798979","44.0990273982035","43.9826739499447","43.8912949244145","43.74976616649","43.5676675588454","43.3571742557774","43.125559365873","",
"Angola","AGO","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","42.132066516674","42.7907616634415","43.4965683576418","44.0901931134978","44.4191709775897","44.4648275646946","44.5429108834234","44.4269144890508","44.3897518422802","44.673471124993","45.3119119103825","45.4002523185345","45.6956907776394","46.0386870047878","46.22168847188","46.1767653758542","46.4922702891088","46.4395017876259","46.2125196082974","46.0674749912107","46.1091684990174","46.2708290752584","46.5985848239966","46.9859979892426","47.2725563233339","47.3922648240107","47.629167942089","47.7109713029446","47.6862681321461","47.6266102779652","47.5625709695818","47.666676381824","47.7157490744915","47.7184521449977","47.6743677143833","47.5836498937341","47.6002413490604","47.560203798254","47.4728347435588","47.3489382183719","47.1998337589894","47.1839581280336","47.1271104512211","47.0452439340078","46.9589397032596","46.8840207800901","46.9468311531655","46.9903823243825","47.0222534174387","47.0409736824374","47.0416136223261","47.1445349901888","47.1960194569596","47.2054250456675","47.1771593108235","47.108971147683","47.0533524343201","46.9530162996215","46.8089247095412","46.6220250275763","46.3953623946154","",
"Albania","ALB","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","40.1557371538241","40.5417524745898","40.9008301845097","41.2130083498411","41.433494934461","41.5332794352408","41.643110538394","41.6010086354403","41.4373343873981","41.199126172949","40.9122209580385","40.5441131528674","40.1830744222859","39.7960360579112","39.3373709008558","38.7961431867222","38.3106496069141","37.7286163216123","37.1031346561206","36.5087411822242","35.981570736835","35.5000281327251","35.0803773821577","34.7089200178145","34.3655264553362","34.0471607638823","33.7743232074507","33.5451378510759","33.3368218515784","33.097661855322","32.7746827292029","32.8942398705034","32.9400046705276","32.9027706881481","32.8224936827014","32.7422086416168","32.2186078032723","31.7503464793312","31.3145155949724","30.8564359590444","30.3336941234669","29.6680452847937","28.9329780975994","28.1401708710936","27.3232048006823","26.5008860279706","25.5720414584164","24.7171553837544","23.9156179916728","23.1605746022264","22.4550826095997","21.4713077137409","20.6005910580846","19.8562568229796","19.220282394292","18.6687276618372","18.383696445238","18.0283124879298","17.672873724304","17.399564097126","17.2358578454283","",
"Andorra","AND","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","43.276851529243","43.6420331482724","43.9647842956425","44.2338264049816","44.4267806448779","44.5351272731366","44.7489899800424","44.8480492850244","44.866642375362","44.8408905728305","44.7853778065452","44.8462604074665","44.843530256027","44.7945871347439","44.719263357914","44.6340005434588","44.5882071131473","44.5227789151468","44.4401508408189","44.3345666187956","44.201440519545","44.1224246328291","44.009410942612","43.8689012936264","43.7084549330565","43.5311142374306","43.4470811108142","43.3205198364848","43.1623839455118","42.9721632221662","42.7916170437014","42.5138684280694","42.268967989668","41.8914410780889","41.4619822869135","40.9215160689694","40.465407651041","39.9840666353914","39.488093933349","38.9850890425838","38.4748807925504","37.9414410940672","37.4002665510271","36.8613404576088","36.338062072935","35.8409300203427","35.3476539191787","34.8878951846837","34.474930390637","34.1192812915444","33.8242636258051","33.5760921228906","33.3853109223168","33.2398708956157","33.1134867911432","32.9849022682721","32.9659239275938","32.8886236359082","32.7801269027483","32.6694568231409","32.5635698168937","",
"United Arab Emirates","ARE","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","44.5627475167175","43.3995396642724","42.0842326834228","40.7640054343483","39.5011554705554","38.3345456001388","37.20933139971","36.2718014266276","35.5549836552098","35.0560790917058","34.7983489258637","32.4394261021873","30.5081365907896","29.1474922964645","28.3841514939534","28.1498665878778","27.4430102739833","27.097657694902","27.2093145726911","27.6180602286667","28.1125522187641","28.8429797284358","29.604586514836","30.4219351235979","31.2488456078227","32.0091145718962","32.1707296837622","32.1069736869562","31.8851232832596","31.5336959727783","31.0647046212274","30.3077764120852","29.5507165261088","28.7976056754768","28.0494773109134","27.3333913021875","26.9582525640713","26.5502391663878","26.2847405138749","26.1600170463319","26.0432946125507","23.8945547592756","22.0070444296947","20.4556818389992","19.2448452404653","18.3412757656828","16.5415701446783","15.1891652852612","14.2777890699285","13.6580420877028","13.1562991667357","13.4240967445595","13.5820047177758","13.7299995325025","13.9280944848562","14.1638903583111","14.385513055257","14.5044224309314","14.6035093701468","14.7126117736307","14.8140793468253","",
"Argentina","ARG","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","31.0501250892317","30.953123239142","30.802571657272","30.613280932976","30.4086407774775","30.202110592902","30.0432670261249","29.8787644714243","29.7168622927213","29.5673272255417","29.4388477724623","29.3804904383884","29.3473964306829","29.3397819118872","29.3613790300657","29.4168015682189","29.5813187298943","29.7939327862703","30.0288492163662","30.2445455642809","30.4162474986134","30.6815900550893","30.8093844709769","30.8571748244407","30.9015511368243","30.9716792064304","30.9053100293547","30.9331921089429","30.9797713842667","30.9431738713046","30.7860125791223","30.6791136370507","30.4523478939004","30.1533515742707","29.8576546612426","29.5986295002006","29.3568893072519","29.1256472809635","28.905751941321","28.6866275349","28.4621942026895","28.1979373559985","27.9713529220738","27.7595637540017","27.5332373202391","27.2800113727608","27.0657012475325","26.8048884325651","26.5223317471787","26.2589696144445","26.0359584535822","25.822269817645","25.6518565976795","25.5099662219408","25.3681294857948","25.2111645305991","25.0794558115824","24.9267703815041","24.7609338351238","24.5955258782711","24.4353111421435","",
